iter	MultiClass
226	0.006977797236
227	0.006960084555
228	0.006937366535
229	0.006930975294
230	0.006915981329
231	0.006890083993
232	0.006852933015
233	0.006825930634
234	0.006789989923
235	0.006777674967
236	0.006747147786
237	0.006706668706
238	0.006676897844
239	0.006661674085
240	0.006631166156
241	0.006603437608
242	0.006580154623
243	0.006550432582
244	0.006520305747
245	0.006488813028
246	0.006462598914
247	0.006440474097
248	0.00641126529
249	0.006385611654
250	0.006366100853
251	0.006345894307
252	0.006325793481
253	0.006301347697
254	0.006276578057
255	0.00625000804
256	0.006234038962
257	0.006211354482
258	0.006192482803
259	0.006162723324
260	0.006139023148
261	0.006113336717
262	0.006094762867
263	0.006064238477
264	0.006037168871
265	0.006005768447
266	0.005978993558
267	0.005954396153
268	0.005938839955
269	0.005913071412
270	0.005898352264
271	0.00588133885
272	0.005854554051
273	0.005828085892
274	0.005812735807
275	0.00579518018
276	0.005774204762
277	0.005768531211
278	0.005753072828
279	0.005734177663
280	0.00571004081
281	0.005691357109
282	0.005665796055
283	0.005647044954
284	0.005626239651
285	0.00561039931
286	0.005589576026
287	0.005570288715
288	0.005545970538
289	0.005527665321
290	0.005501404144
291	0.005482647039
292	0.005462582181
293	0.005449484962
294	0.005436678574
295	0.005415704356
296	0.005406422659
297	0.005393811799
298	0.005356899222
299	0.005332292469
300	0.005318140017
301	0.005305267536
302	0.005294501186
303	0.005274111938
304	0.005246134777
305	0.005228159208
306	0.005207857035
307	0.00518948442
308	0.005169743084
309	0.00515883514
310	0.005139319035
311	0.005120341991
312	0.005102789622
313	0.005096057883
314	0.005084738263
315	0.00507116446
316	0.005058962173
317	0.005039621157
318	0.00502091751
319	0.00500484604
320	0.004994133296
321	0.004973438453
322	0.004957055775
323	0.004934309477
324	0.004925771025
325	0.004902351103
326	0.004880116429
327	0.004869817092
328	0.004853606436
329	0.004832435232
330	0.004824648885
331	0.004811314204
332	0.004791882364
333	0.004775571709
334	0.004757259143
335	0.004745958918
336	0.004730721531
337	0.004719918133
338	0.004703150417
339	0.004692548254
340	0.004687500933
341	0.004674538399
342	0.004666112593
343	0.004654386008
344	0.004643467673
345	0.004631683532
346	0.004617004152
347	0.004609441858
348	0.004601712559
349	0.00458852523
350	0.004573358433
351	0.00455511104
352	0.004540727625
353	0.004534122894
354	0.004516875063
355	0.004499623436
356	0.00449708385
357	0.004484171997
358	0.004467502023
359	0.004458247566
360	0.004441642524
361	0.00443572479
362	0.004423633844
363	0.004405214913
364	0.00439317858
365	0.004382908437
366	0.004373200103
367	0.00435584593
368	0.004348405783
369	0.004342189738
370	0.004331021573
371	0.00431706475
372	0.004299626569
373	0.004287733501
374	0.004274167679
375	0.00426741318
376	0.004257734532
377	0.004247198825
378	0.004232420237
379	0.004225125544
380	0.004216997874
381	0.004208615726
382	0.004197871871
383	0.004192071911
384	0.004187675688
385	0.004175668065
386	0.004162703516
387	0.004151306998
388	0.004138770031
389	0.004130173753
390	0.004119822763
391	0.004112785592
392	0.004104561289
393	0.004097867874
394	0.004087938671
395	0.004080109105
396	0.004068275118
397	0.004061163256
398	0.004053266883
399	0.004045448576
400	0.004036403152
401	0.004032094803
402	0.004017317846
403	0.004011705626
404	0.003998380061
405	0.003984180614
406	0.003977452461
407	0.003966295399
408	0.00395966925
409	0.003950535265
410	0.003938870954
411	0.003933558438
412	0.003925348659
413	0.003916843281
414	0.003915017414
415	0.003908079109
416	0.003894620973
417	0.003888283443
418	0.003882065387
419	0.003874294802
420	0.003867996199
421	0.003861079062
422	0.003852792953
423	0.003844879477
424	0.00383852146
425	0.003829077744
426	0.003826114238
427	0.003819275365
428	0.003816178339
429	0.003805757318
430	0.003800796679
431	0.00379252836
432	0.003786398337
433	0.003781872986
434	0.003772069407
435	0.003767566274
436	0.003760479319
437	0.003746660753
438	0.003738443753
439	0.003732726174
440	0.003724026631
441	0.003716866421
442	0.003708819419
443	0.003702118638
444	0.003696245868
445	0.003688950209
446	0.00368077405
447	0.003671215884
448	0.003667064554
449	0.003658620594
450	0.003652265468
451	0.003647305942
452	0.003635486206
453	0.003626099792
454	0.003619719202
455	0.00361392016
456	0.003611930299
457	0.003602399843
458	0.003594131235
459	0.003587148689
460	0.003579554192
461	0.003573354239
462	0.003566341577
463	0.003561586027
464	0.003551814799
465	0.003543401158
466	0.003537734939
467	0.003528171883
468	0.003520515413
469	0.003511347674
470	0.00350521669
471	0.003499986759
472	0.00349096622
473	0.003485517397
474	0.00347543091
475	0.003466170081
476	0.003459720085
477	0.003452983204
478	0.003448743602
479	0.003444690152
480	0.003432871285
481	0.003426741558
482	0.003418306572
483	0.003410487246
484	0.003406212397
485	0.003398838689
486	0.00339107713
487	0.003379674157
488	0.003370480593
489	0.003365180157
490	0.003359647961
491	0.003353050998
492	0.003347226763
493	0.003339599785
494	0.003332588591
495	0.003329010226
496	0.003324600917
497	0.003320123073
498	0.003314001627
499	0.003311752263
500	0.003302565676
501	0.003297480427
502	0.003293590266
503	0.003289221807
504	0.003281139903
505	0.003275360803
506	0.003269256299
507	0.003264567202
508	0.003262118141
509	0.00325667923
510	0.003249844626
511	0.003242180466
512	0.003236687609
513	0.003230962702
514	0.003226690825
515	0.003218489933
516	0.00321489849
517	0.003206621824
518	0.003201569095
519	0.003198125707
520	0.003192967069
521	0.003186943543
522	0.003184107175
523	0.003178248192
524	0.003172321312
525	0.003167762163
526	0.003161929124
527	0.003154435089
528	0.003149561872
529	0.003142222676
530	0.003138392408
531	0.003135056857
532	0.003129074107
533	0.003121359054
534	0.003113210263
535	0.003111188142
536	0.003105300334
537	0.003099410261
538	0.003091545038
539	0.003086631144
540	0.00308282061
541	0.003076421327
542	0.00307143294
543	0.0030637854
544	0.003055353568
545	0.003050363634
546	0.003045419268
547	0.003041124165
548	0.00303169616
549	0.003027442055
550	0.003025733136
551	0.00302078398
552	0.003013422402
553	0.003008803575
554	0.003003126814
555	0.002998947719
556	0.002994216745
557	0.002987875863
558	0.002981744962
559	0.002975674848
560	0.002971102089
561	0.002968117504
562	0.002962065897
563	0.002957608055
564	0.002952444962
565	0.002946771361
566	0.002940459538
567	0.002935977427
568	0.002931922978
569	0.002928764031
570	0.002924909023
571	0.002922185935
572	0.002917623607
573	0.002912571547
574	0.002906612557
575	0.00290014403
576	0.002895120044
577	0.002890845711
578	0.002888682264
579	0.002883137054
580	0.002874620034
581	0.00287031788
582	0.002863559665
583	0.002857615885
584	0.002853600836
585	0.002847065272
586	0.002843756181
587	0.002838940944
588	0.002832074276
589	0.002827630261
590	0.00282482097
591	0.002819653551
592	0.002814759199
593	0.002808659659
594	0.002805237913
595	0.002802135365
596	0.002798074778
597	0.002792850374
598	0.002787916126
599	0.002781523816
600	0.002775354291
601	0.002771428289
602	0.00276565652
603	0.002763384011
604	0.002760541556
605	0.002755191375
606	0.002752003099
607	0.002747170468
608	0.002742555947
609	0.00273907882
610	0.002734968872
611	0.002731533856
612	0.002729179778
613	0.002725538033
614	0.002720004119
615	0.00271795119
616	0.002713600874
617	0.002709272813
618	0.002706496008
619	0.00270229601
620	0.002697276691
621	0.00269317482
622	0.002690099785
623	0.002684629236
624	0.002681732845
625	0.002679120962
626	0.002677848437
627	0.00267585159
628	0.00266825965
629	0.002666096754
630	0.002661691359
631	0.002658764862
632	0.00265470393
633	0.002652574842
634	0.002648143875
635	0.002642964648
636	0.002640740174
637	0.002636788855
638	0.00263395005
639	0.002629516807
640	0.002626884398
641	0.002625380144
642	0.002620720349
643	0.002618152276
644	0.002615168207
645	0.002610356256
646	0.002606140644
647	0.002603460912
648	0.002600074371
649	0.002597290894
650	0.002594452995
651	0.002593330188
652	0.002589489656
653	0.002588301206
654	0.00258482394
655	0.002582717088
656	0.002580221117
657	0.002576807647
658	0.002573783682
659	0.002571115234
660	0.002567556797
661	0.00256616925
662	0.002561297193
663	0.002559599631
664	0.002554060958
665	0.002550153576
666	0.002548428537
667	0.002545304427
668	0.002540900053
669	0.002538480224
670	0.002534604327
671	0.002528752416
672	0.002526221607
673	0.002523435423
674	0.002518251651
675	0.002516225095
676	0.002512230462
677	0.002510852319
678	0.002509376839
679	0.002507120488
680	0.00250476307
681	0.002502382945
682	0.002498055406
683	0.002494747333
684	0.00249074522
685	0.002488059495
686	0.002485786249
687	0.002482572242
688	0.002481045046
689	0.002477128891
690	0.002474207101
691	0.002468539382
692	0.002465891149
693	0.002461385765
694	0.002458810764
695	0.002454572488
696	0.002453622916
697	0.002449626397
698	0.002445942837
699	0.002443281893
700	0.002440755631
701	0.002438071447
702	0.002434568203
703	0.002432664631
704	0.00243010713
705	0.00242752726
706	0.002425350228
707	0.002421463511
708	0.002419057492
709	0.002415779895
710	0.002412924217
711	0.002408911139
712	0.002404472697
713	0.002402524938
714	0.002399985577
715	0.002395727947
716	0.002392009497
717	0.002390202756
718	0.002386678755
719	0.002384224929
720	0.002382222163
721	0.002378349913
722	0.002376321008
723	0.002373969797
724	0.002370455841
725	0.002366187858
726	0.002363068278
727	0.002361203348
728	0.002360522811
729	0.002358030725
730	0.002355036456
731	0.002352361585
732	0.002349502138
733	0.002344614622
734	0.002341367964
735	0.002339159913
736	0.002332449125
737	0.0023292438
738	0.002326629013
739	0.002323491798
740	0.00232180846
741	0.002318270344
742	0.002315172132
743	0.002313029411
744	0.00231124933
745	0.002306374415
746	0.002302340495
747	0.002300083807
748	0.002297305475
749	0.002294290263
750	0.002291162257
751	0.002288534232
752	0.002285044287
753	0.002282402053
754	0.002278682869
755	0.00227525902
756	0.002272899352
757	0.002271443477
758	0.002268796204
759	0.002266681296
760	0.002262602191
761	0.002259865727
762	0.002257924411
763	0.002255537606
764	0.00225315661
765	0.002250506171
766	0.002246482378
767	0.002244041438
768	0.002241390124
769	0.002239784757
770	0.002236571029
771	0.002234575069
772	0.00223215169
773	0.002231187305
774	0.002227813023
775	0.002225417241
776	0.002223218879
777	0.002221123365
778	0.002220189442
779	0.002218147847
780	0.002215634841
781	0.00221447631
782	0.00221270171
783	0.002210248442
784	0.002206838773
785	0.002204518582
786	0.002202765749
787	0.002200874313
788	0.002197058869
789	0.002194600775
790	0.002192404155
791	0.002189799732
792	0.002187551956
793	0.002186008033
794	0.002183079007
795	0.002180895471
796	0.002178038094
797	0.002176449142
798	0.002173757993
799	0.002170561769
800	0.002168358844
801	0.002166170466
802	0.002163024728
803	0.002158883802
804	0.002157050001
805	0.002153629778
806	0.002152539112
807	0.002150502092
808	0.002148298527
809	0.002145023697
810	0.002142583148
811	0.002140227521
812	0.002138388021
813	0.002136948418
814	0.002133561587
815	0.002131061252
816	0.00212952285
817	0.00212737799
818	0.002124262278
819	0.00212148752
820	0.002118381572
821	0.002116321475
822	0.002113129532
823	0.00211047228
824	0.002108161482
825	0.002105752592
826	0.002102474344
827	0.002100918043
828	0.002098124318
829	0.002097274628
830	0.002095710744
831	0.00209311152
832	0.002091016112
833	0.002088167044
834	0.002086086685
835	0.002081977033
836	0.002080106801
837	0.002079442568
838	0.002076212772
839	0.002073976672
840	0.002071566353
841	0.002069089239
842	0.002065569439
843	0.002063956244
844	0.002061631413
845	0.002058956492
846	0.002057155224
847	0.002054276536
848	0.00205195485
849	0.002048668359
850	0.002047694253
851	0.002045537877
852	0.002043251176
853	0.002039961393
854	0.002037594388
855	0.002034658949
856	0.002033224696
857	0.002030395771
858	0.002027437427
859	0.002025337987
860	0.002024209921
861	0.002020771495
862	0.00201909791
863	0.002015040671
864	0.002012950174
865	0.002010961944
866	0.002008379877
867	0.002005409525
868	0.002001944634
869	0.001999440371
870	0.001996726567
871	0.001994848899
872	0.001992507189
873	0.001990599721
874	0.001988526049
875	0.001987293791
876	0.00198337476
877	0.001981934296
878	0.001976717882
879	0.001975672135
880	0.001974093097
881	0.001971163469
882	0.001968858454
883	0.0019670417
884	0.001965087744
885	0.001962267612
886	0.00195958321
887	0.001956334129
888	0.001954608161
889	0.00195336941
890	0.001951568408
891	0.001949796406
892	0.001948145405
893	0.001946298251
894	0.001943478203
895	0.001942405656
896	0.001940669538
897	0.001939201769
898	0.001937104472
899	0.00193509151
900	0.001933739593
901	0.001931126829
902	0.001927912312
903	0.001926230346
904	0.001925148931
905	0.00192315036
906	0.001921803835
907	0.00191974896
908	0.001916854381
909	0.001914381424
910	0.001913776881
911	0.00191269094
912	0.001911412511
913	0.001909985589
914	0.001908272584
915	0.001906268575
916	0.001904921861
917	0.001901767639
918	0.00190039221
919	0.00189892443
920	0.001895848139
921	0.001893459771
922	0.001889392881
923	0.001886336772
924	0.001884382645
925	0.001881292709
926	0.001879386016
927	0.001877765895
928	0.001875723909
929	0.001874301789
930	0.001872393862
931	0.001870934193
932	0.00186870566
933	0.001866789681
934	0.001864177841
935	0.001862702756
936	0.001861339557
937	0.001859742046
938	0.001858183389
939	0.001855957714
940	0.001854537766
941	0.001852138616
942	0.001850320988
943	0.001848935665
944	0.00184799107
945	0.001846615345
946	0.001845420592
947	0.001843931751
948	0.001840303617
949	0.001839213576
950	0.001837564574
951	0.001836111106
952	0.001834749373
953	0.001832956977
954	0.001829321328
955	0.001827306406
956	0.001825458463
957	0.001823877901
958	0.001822932048
959	0.001820931504
960	0.001818774328
961	0.001817574931
962	0.001815373114
963	0.001813744138
964	0.001812450985
965	0.001810178499
966	0.001808031936
967	0.001806151964
968	0.001804820968
969	0.001802518515
970	0.001801375985
971	0.001799946837
972	0.001798445724
973	0.001797072223
974	0.001795610751
975	0.0017946955
976	0.001793176033
977	0.0017919622
978	0.001789598191
979	0.001786789818
980	0.001783903681
981	0.001782197374
982	0.001779935688
983	0.001777501148
984	0.001775538136
985	0.001774488454
986	0.001773215466
987	0.001772088211
988	0.001769827023
989	0.001767289583
990	0.001765686648
991	0.001763594568
992	0.001761919614
993	0.001759917279
994	0.001756611701
995	0.001755184871
996	0.001752558918
997	0.001750297472
998	0.001748964616
999	0.001747774098
